email,lead_id,lead_captured_date,lead_type,contact_type,business_type
gabrielle.dias@email.com.br,00Q4P00000wlZgdUAE,2020-01-18 11:31:49,Direto,Comprador,Cliente Direto
bianca.santos@email.com.br,00Q4P00000wlc5LUAQ,2020-01-20 8:59:06,Direto,Comprador,Cliente Direto
luís.santos@email.com.br,00Q4P00000wlcCvUAI,2020-01-20 10:18:28,Direto,Comprador,Cliente Direto
manuela.gomes@email.com.br,00Q4P00000wlcbgUAA,2020-01-20 12:51:54,Direto,Comprador,Cliente Direto
lara.costa@email.com.br,00Q4P00000wldeMUAQ,2020-01-20 15:39:11,Direto,Comprador,Cliente Direto
lucas.castro@email.com.br,00Q4P00000wlel0UAA,2020-01-20 23:37:52,Direto,Comprador,Cliente Direto
vitória.correia@email.com.br,00Q4P00000wlhriUAA,2020-01-21 20:18:50,Direto,Comprador,Cliente Direto
isabella.gomes@email.com.br,00Q4P00000wli2lUAA,2020-01-21 22:26:52,Direto,Comprador,Cliente Direto
eduardo.fernandes@email.com.br,00Q4P00000wli8UUAQ,2020-01-22 0:38:15,Indireto,Corretor,Corretor Autônomo
fábio.barbosa@email.com.br,00Q4P00000wlkY2UAI,2020-01-22 20:25:07,Direto,Comprador,Cliente Direto
luiz.fernandes@email.com.br,00Q4P00000wltpIUAQ,2020-01-27 21:58:33,Direto,Comprador,Cliente Direto
miguel.goncalves@email.com.br,00Q4P00000wlu0aUAA,2020-01-28 5:03:44,Direto,Comprador,Cliente Direto
marcos.sousa@email.com.br,00Q4P00000wlxCEUAY,2020-01-29 16:10:02,Indireto,Corretor,Imobiliária Pequena
thiago.melo@email.com.br,00Q4P00000wlxKhUAI,2020-01-29 16:51:32,Direto,Comprador,Cliente Direto
julieta.cavalcanti@email.com.br,00Q4P000010MM0uUAG,2020-01-29 22:22:26,Direto,Comprador,Cliente Direto
marisa.martins@email.com.br,00Q4P000010MNTiUAO,2020-01-30 19:16:00,Direto,Comprador,Cliente Direto
yasmin.cavalcanti@email.com.br,00Q4P000010MPTLUA4,2020-01-31 16:04:35,Direto,Comprador,Cliente Direto
larissa.goncalves@email.com.br,00Q4P000010MR0TUAW,2020-02-01 22:09:42,Direto,Comprador,Cliente Direto
kauê.barbosa@email.com.br,00Q4P000010MSPFUA4,2020-02-03 9:11:45,Direto,Comprador,Cliente Direto
guilherme.dias@email.com.br,00Q4P000010MVdUUAW,2020-02-04 19:18:40,Direto,Comprador,Cliente Direto
julieta.melo@email.com.br,00Q4P000010MWl0UAG,2020-02-05 16:23:59,Direto,Comprador,Cliente Direto
murilo.rocha@email.com.br,00Q4P000010MXIdUAO,2020-02-05 22:53:18,Direto,Comprador,Cliente Direto
carla.ferreira@email.com.br,00Q4P000010MZ1dUAG,2020-02-06 17:12:04,Direto,Comprador,Cliente Direto
júlio.silva@email.com.br,00Q4P000010MZHHUA4,2020-02-06 19:21:32,Direto,Comprador,Cliente Direto
júlio.rodrigues@email.com.br,00Q4P000010MZlCUAW,2020-02-07 9:58:39,Direto,Comprador,Cliente Direto
vitória.oliveira@email.com.br,00Q4P000010Mb16UAC,2020-02-07 16:44:39,Indireto,Corretor,Imobiliária Pequena
emily.alves@email.com.br,00Q4P000010MbqQUAS,2020-02-08 13:55:49,Direto,Comprador,Cliente Direto
mateus.correia@email.com.br,00Q4P000010McM8UAK,2020-02-08 19:48:55,Direto,Comprador,Cliente Direto
eduarda.correia@email.com.br,00Q4P000010McwqUAC,2020-02-09 16:21:24,Direto,Comprador,Cliente Direto
matheus.rocha@email.com.br,00Q4P000010MdwlUAC,2020-02-10 13:35:18,Direto,Comprador,Cliente Direto
brenda.ferreira@email.com.br,00Q4P000010Me0sUAC,2020-02-10 14:03:07,Direto,Comprador,Cliente Direto
nicole.pinto@email.com.br,00Q4P000010Mf7MUAS,2020-02-11 6:25:49,Direto,Comprador,Cliente Direto
ana.ribeiro@email.com.br,00Q4P000010MhUwUAK,2020-02-12 12:18:59,Direto,Comprador,Cliente Direto
vitor.barros@email.com.br,00Q4P000010Mhq2UAC,2020-02-12 15:11:16,Direto,Comprador,Cliente Direto
rafaela.correia@email.com.br,00Q4P000010MhuEUAS,2020-02-12 15:56:58,Direto,Comprador,Cliente Direto
evelyn.barros@email.com.br,00Q4P000010MhyzUAC,2020-02-12 16:34:17,Direto,Comprador,Cliente Direto
lara.fernandes@email.com.br,00Q4P000010MkZMUA0,2020-02-13 13:53:11,Direto,Comprador,Cliente Direto
emily.pereira@email.com.br,00Q4P000010Mo3fUAC,2020-02-14 19:33:42,Direto,Comprador,Cliente Direto
carlos.rocha@email.com.br,00Q4P000010Mo5aUAC,2020-02-14 19:53:17,Direto,Comprador,Cliente Direto
julieta.santos@email.com.br,00Q4P000010MoQJUA0,2020-02-15 9:41:32,Direto,Comprador,Cliente Direto
bianca.martins@email.com.br,00Q4P000010Mof4UAC,2020-02-15 15:43:54,Direto,Comprador,Cliente Direto
leonor.rodrigues@email.com.br,00Q4P000010MrwVUAS,2020-02-17 18:52:25,Direto,Comprador,Cliente Direto
alex.rocha@email.com.br,00Q4P000010MsldUAC,2020-02-18 11:16:47,Direto,Comprador,Cliente Direto
raissa.gomes@email.com.br,00Q4P000010Mu4rUAC,2020-02-18 21:59:24,Direto,Comprador,Cliente Direto
gabriela.martins@email.com.br,00Q4P000010MwL5UAK,2020-02-19 22:04:52,Direto,Comprador,Cliente Direto
caio.santos@email.com.br,00Q4P000010MwMXUA0,2020-02-19 22:18:49,Direto,Comprador,Cliente Direto
murilo.costa@email.com.br,00Q4P000010MwpKUAS,2020-02-20 11:26:56,Indireto,Corretor,Corretor Autônomo
josé.pinto@email.com.br,00Q4P000010NCCFUA4,2020-02-27 11:44:25,Direto,Comprador,Cliente Direto
julieta.rodrigues@email.com.br,00Q4P000010NCnLUAW,2020-02-27 16:44:34,Direto,Comprador,Cliente Direto
isabelle.cavalcanti@email.com.br,00Q4P000010NDCQUA4,2020-02-27 20:43:26,Indireto,Corretor,Corretor Autônomo
emily.martins@email.com.br,00Q4P000010NEXeUAO,2020-02-28 17:49:55,Indireto,Corretor,Imobiliária Pequena
gustavo.gomes@email.com.br,00Q4P000010NEcjUAG,2020-02-28 18:42:18,Indireto,Corretor,Imobiliária Pequena
gabrielle.cavalcanti@email.com.br,00Q4P000010NHyDUAW,2020-03-02 14:17:28,Direto,Comprador,Cliente Direto
felipe.cunha@email.com.br,00Q4P000010NJ1pUAG,2020-03-02 18:28:31,Direto,Comprador,Cliente Direto
clara.souza@email.com.br,00Q4P000010NJWdUAO,2020-03-02 22:25:00,Direto,Comprador,Cliente Direto
livia.castro@email.com.br,00Q4P000010NKedUAG,2020-03-03 14:36:59,Direto,Comprador,Cliente Direto
rafaela.rodrigues@email.com.br,00Q4P000010NLJKUA4,2020-03-03 19:20:25,Direto,Comprador,Cliente Direto
vinicius.azevedo@email.com.br,00Q4P000010NLJUUA4,2020-03-03 19:21:17,Indireto,Corretor,Corretor Autônomo
fernanda.azevedo@email.com.br,00Q4P000010NLxSUAW,2020-03-03 22:59:43,Direto,Comprador,Cliente Direto
letícia.araujo@email.com.br,00Q4P000010NNQXUA4,2020-03-04 16:10:16,Indireto,Corretor,Corretor Autônomo
melissa.ferreira@email.com.br,00Q4P000010NPFzUAO,2020-03-05 16:07:27,Direto,Comprador,Cliente Direto
giovanna.cavalcanti@email.com.br,00Q4P000010NPpdUAG,2020-03-05 21:06:59,Direto,Comprador,Cliente Direto
sofia.castro@email.com.br,00Q4P000010NQDnUAO,2020-03-06 9:27:27,Direto,Comprador,Cliente Direto
alice.cavalcanti@email.com.br,00Q4P000010NQTTUA4,2020-03-06 10:18:51,Direto,Comprador,Cliente Direto
luis.araujo@email.com.br,00Q4P000010NRCOUA4,2020-03-06 16:34:14,Direto,Comprador,Cliente Direto
laura.melo@email.com.br,00Q4P000010NSCdUAO,2020-03-06 22:35:39,Direto,Comprador,Cliente Direto
gabriel.dias@email.com.br,00Q4P000010NSuQUAW,2020-03-08 2:30:25,Direto,Comprador,Cliente Direto
felipe.carvalho@email.com.br,00Q4P000010NUhKUAW,2020-03-09 15:10:23,Direto,Comprador,Cliente Direto
emily.goncalves@email.com.br,00Q4P000010NXPJUA4,2020-03-10 11:49:16,Indireto,Corretor,Corretor Autônomo
bruna.carvalho@email.com.br,00Q4P000010NZogUAG,2020-03-11 10:49:13,Direto,Comprador,Cliente Direto
gabrielly.oliveira@email.com.br,00Q4P000010NalxUAC,2020-03-11 18:10:26,Indireto,Corretor,Corretor Autônomo
melissa.almeida@email.com.br,00Q4P000010Ncy5UAC,2020-03-13 9:27:06,Indireto,Corretor,Corretor Autônomo
felipe.barbosa@email.com.br,00Q4P000010Ne9FUAS,2020-03-13 17:00:06,Direto,Comprador,Cliente Direto
diogo.ribeiro@email.com.br,00Q4P000010NhzeUAC,2020-03-16 18:35:19,Direto,Comprador,Cliente Direto
luis.correia@email.com.br,00Q4P000010NjdzUAC,2020-03-17 9:50:47,Direto,Comprador,Cliente Direto
ryan.souza@email.com.br,00Q4P000010NnJyUAK,2020-03-19 12:24:04,Direto,Comprador,Cliente Direto
tomás.silva@email.com.br,00Q4P000010NpBjUAK,2020-03-19 23:48:59,Direto,Comprador,Cliente Direto
nicolash.ribeiro@email.com.br,00Q4P000010NqorUAC,2020-03-21 15:03:02,Direto,Comprador,Cliente Direto
fernanda.oliveira@email.com.br,00Q4P000010NquzUAC,2020-03-21 19:06:18,Direto,Comprador,Cliente Direto
marcos.castro@email.com.br,00Q4P000010NxJuUAK,2020-03-24 15:21:11,Direto,Comprador,Cliente Direto
isabela.correia@email.com.br,00Q4P000010Nxy9UAC,2020-03-25 0:08:52,Direto,Comprador,Cliente Direto
júlia.costa@email.com.br,00Q4P000010Ny13UAC,2020-03-25 4:13:09,Direto,Comprador,Cliente Direto
emilly.azevedo@email.com.br,00Q4P000010O1jEUAS,2020-03-26 12:19:40,Direto,Comprador,Cliente Direto
eduardo.cavalcanti@email.com.br,00Q4P000010O2nvUAC,2020-03-27 7:14:33,Direto,Comprador,Cliente Direto
marina.rocha@email.com.br,00Q4P000010O2o5UAC,2020-03-27 7:18:18,Direto,Comprador,Cliente Direto
alex.barbosa@email.com.br,00Q4P000010O2v6UAC,2020-03-27 10:50:14,Direto,Comprador,Cliente Direto
kai.melo@email.com.br,00Q4P000010O3RMUA0,2020-03-27 15:49:45,Direto,Comprador,Cliente Direto
gabriel.martins@email.com.br,00Q4P000010O4vYUAS,2020-03-27 23:00:42,Direto,Comprador,Cliente Direto
luan.pinto@email.com.br,00Q4P000010O6APUA0,2020-03-30 1:23:11,Direto,Comprador,Cliente Direto
breno.correia@email.com.br,00Q4P000010O6jcUAC,2020-03-30 14:20:26,Indireto,Corretor,Corretor Autônomo
giovanna.goncalves@email.com.br,00Q4P000010O8d3UAC,2020-03-31 11:35:52,Direto,Comprador,Cliente Direto
letícia.costa@email.com.br,00Q4P000010O9gWUAS,2020-04-01 1:14:07,Direto,Comprador,Cliente Direto
eduardo.sousa@email.com.br,00Q4P000010ORdZUAW,2020-04-06 20:21:26,Direto,Comprador,Cliente Direto
maria.fernandes@email.com.br,00Q4P000010ORvJUAW,2020-04-06 23:41:32,Direto,Comprador,Cliente Direto
evelyn.araujo@email.com.br,00Q4P000010OS2ZUAW,2020-04-07 8:22:02,Direto,Comprador,Cliente Direto
clara.correia@email.com.br,00Q4P000010OTvqUAG,2020-04-08 9:24:39,Direto,Comprador,Cliente Direto
gabrielly.goncalves@email.com.br,00Q4P000010OebwUAC,2020-04-14 9:46:02,Direto,Comprador,Cliente Direto
fernanda.silva@email.com.br,00Q4P000010OjfwUAC,2020-04-15 16:52:36,Direto,Comprador,Cliente Direto
brenda.costa@email.com.br,00Q4P000010OkuxUAC,2020-04-16 7:54:06,Direto,Comprador,Cliente Direto
marisa.carvalho@email.com.br,00Q4P000010OoYVUA0,2020-04-17 12:42:54,Direto,Comprador,Cliente Direto
emilly.azevedo@email.com.br,00Q4P000010Ou77UAC,2020-04-20 15:04:36,Direto,Comprador,Cliente Direto
thaís.barbosa@email.com.br,00Q4P000010OvmnUAC,2020-04-20 20:44:31,Direto,Comprador,Cliente Direto
leonor.pereira@email.com.br,00Q4P000010P0aRUAS,2020-04-22 17:08:16,Direto,Comprador,Cliente Direto
luis.souza@email.com.br,10345,2019-09-26 10:01:51,Direto,Comprador,Permuta Direto
vitória.goncalves@email.com.br,11000,2019-10-03 18:07:31,Indireto,Corretor,Corretor Autônomo
marina.rocha@email.com.br,1111,2019-01-07 21:48:21,Direto,Comprador,Cliente Direto
sofia.dias@email.com.br,12289,2019-10-16 19:23:44,Indireto,Corretor,Imobiliária Grande
igor.martins@email.com.br,12380,2019-10-18 11:28:41,Direto,Comprador,Cliente Direto
igor.silva@email.com.br,12479,2019-10-20 17:34:23,Direto,Comprador,Cliente Direto
júlio.lima@email.com.br,12808,2019-10-22 17:27:05,Direto,Comprador,Cliente Direto
vinicius.costa@email.com.br,13120,2019-10-25 7:34:52,Direto,Comprador,Cliente Direto
lavinia.cavalcanti@email.com.br,13232,2019-10-27 15:57:14,Direto,Comprador,Cliente Direto
murilo.dias@email.com.br,13852,2019-10-31 18:36:08,Direto,Comprador,Cliente Direto
rebeca.fernandes@email.com.br,14795,2019-11-08 17:32:59,Indireto,Corretor,Imobiliária Grande
matheus.dias@email.com.br,1497,2019-02-25 11:21:44,Indireto,Corretor,Corretor Autônomo
isabelle.cavalcanti@email.com.br,15211,2019-11-12 6:20:10,Direto,Comprador,Cliente Direto
bianca.silva@email.com.br,15242,2019-11-12 10:38:33,Direto,Comprador,Cliente Direto
marisa.pereira@email.com.br,15309,2019-11-12 16:26:57,Indireto,Corretor,Imobiliária Pequena
josé.castro@email.com.br,15362,2019-11-12 22:48:54,Direto,Comprador,Cliente Direto
yasmin.lima@email.com.br,15368,2019-11-13 0:32:08,Direto,Comprador,Cliente Direto
anna.silva@email.com.br,15623,2019-11-14 17:36:45,Direto,Comprador,Cliente Direto
enzo.alves@email.com.br,1620,2019-03-11 14:54:48,Indireto,Corretor,Imobiliária Grande
alex.ferreira@email.com.br,16231,2019-11-19 9:32:50,Direto,Comprador,Cliente Direto
ágatha.barbosa@email.com.br,16342,2019-11-19 15:31:16,Indireto,Corretor,MGM
gabriela.fernandes@email.com.br,16869,2019-11-22 23:56:33,Direto,Comprador,Cliente Direto
julia.pereira@email.com.br,16970,2019-11-23 21:05:18,Direto,Comprador,B2B
yasmin.cavalcanti@email.com.br,17031,2019-11-24 14:27:26,Direto,Comprador,Cliente Direto
carlos.santos@email.com.br,17119,2019-11-25 13:49:48,Indireto,Corretor,Imobiliária Pequena
tânia.goncalves@email.com.br,17366,2019-11-26 14:30:32,Direto,Comprador,Cliente Direto
beatrice.melo@email.com.br,17777,2019-11-28 12:18:34,Direto,Comprador,Cliente Direto
laura.sousa@email.com.br,18592,2019-12-04 11:19:54,Direto,Comprador,Cliente Direto
gabrielly.azevedo@email.com.br,19698,2019-12-10 11:25:58,Direto,Comprador,Cliente Direto
luis.carvalho@email.com.br,19733,2019-12-10 13:02:49,Direto,Comprador,Cliente Direto
paulo.costa@email.com.br,20175,2019-12-11 16:46:42,Direto,Comprador,Cliente Direto
gabriel.souza@email.com.br,20805,2019-12-13 17:47:51,Direto,Comprador,Cliente Direto
beatrice.castro@email.com.br,20952,2019-12-15 12:32:20,Direto,Comprador,Cliente Direto
vitor.rocha@email.com.br,2139,2019-04-18 12:30:03,Indireto,Corretor,Imobiliária Grande
luan.alves@email.com.br,323,2018-10-22 19:19:35,Indireto,Corretor,Imobiliária Grande
evelyn.lima@email.com.br,3378,2019-05-09 14:05:44,Direto,Comprador,Cliente Direto
leonardo.carvalho@email.com.br,4638,2019-06-04 21:20:41,Direto,Comprador,Cliente Direto
vitor.silva@email.com.br,4738,2019-06-07 10:42:57,Indireto,Corretor,Imobiliária Pequena
victor.rodrigues@email.com.br,5830,2019-07-04 15:24:40,Indireto,Corretor,Imobiliária Pequena
leonor.dias@email.com.br,5990,2019-07-08 8:58:56,Direto,Comprador,Cliente Direto
gabrielle.cardoso@email.com.br,6280,2019-07-12 8:24:08,Direto,Comprador,Cliente Direto
gustavo.rocha@email.com.br,6385,2019-07-15 8:32:25,Direto,Comprador,Cliente Direto
thaís.rocha@email.com.br,6846,2019-07-22 14:33:09,Direto,Comprador,Cliente Direto
anna.ferreira@email.com.br,6926,2019-07-22 20:23:49,Direto,Comprador,Cliente Direto
luis.correia@email.com.br,7006,2019-07-24 12:22:23,Indireto,Corretor,Imobiliária Pequena
sophia.castro@email.com.br,7037,2019-07-25 9:23:05,Direto,Comprador,Cliente Direto
kauã.castro@email.com.br,7072,2019-07-25 16:49:27,Indireto,Corretor,Corretor Autônomo
rafaela.pereira@email.com.br,7175,2019-07-30 12:28:27,Direto,Comprador,Cliente Direto
evelyn.ferreira@email.com.br,7283,2019-08-02 14:08:31,Indireto,Corretor,Permuta Imobiliária
livia.cavalcanti@email.com.br,823,2018-12-18 10:51:04,Direto,Comprador,Cliente Direto
lara.alves@email.com.br,8256,2019-08-27 15:20:14,Indireto,Corretor,Imobiliária Grande
samuel.oliveira@email.com.br,9580,2019-09-17 17:48:29,Indireto,Corretor,Imobiliária Grande
otávio.sousa@email.com.br,961,2019-01-02 8:54:36,Direto,Comprador,Cliente Direto
gabrielle.melo@email.com.br,9712,2019-09-18 19:37:56,Direto,Comprador,Permuta Direto
manuela.azevedo@email.com.br,9864,2019-09-20 11:39:49,Direto,Comprador,Cliente Direto
eduardo.melo@email.com.br,00Q4P00000wktCxUAI,2019-12-19 15:22:32,Indireto,Corretor,Corretor Autônomo
brenda.oliveira@email.com.br,00Q4P00000wkvoFUAQ,2019-12-23 11:14:36,Direto,Comprador,Cliente Direto
isabela.costa@email.com.br,00Q4P00000wkyvDUAQ,2019-12-30 10:40:11,Indireto,Corretor,Corretor Autônomo
bianca.cavalcanti@email.com.br,00Q4P00000wl2JpUAI,2020-01-03 17:53:25,Direto,Comprador,Cliente Direto
livia.carvalho@email.com.br,00Q4P00000wl3ohUAA,2020-01-06 12:06:14,Direto,Comprador,Cliente Direto
sarah.martins@email.com.br,00Q4P00000wl4z7UAA,2020-01-06 17:27:38,Direto,Comprador,Cliente Direto
estevan.oliveira@email.com.br,00Q4P00000wl5csUAA,2020-01-07 10:03:39,Indireto,Corretor,Corretor Autônomo
thiago.cunha@email.com.br,00Q4P00000wl5lVUAQ,2020-01-07 11:10:14,Indireto,Corretor,Corretor Autônomo
beatrice.rocha@email.com.br,00Q4P00000wl6pSUAQ,2020-01-07 17:47:11,Indireto,Corretor,Corretor Autônomo
antônio.ribeiro@email.com.br,00Q4P00000wlGQOUA2,2020-01-08 22:06:07,Direto,Comprador,Cliente Direto
melissa.cardoso@email.com.br,00Q4P00000wlI91UAE,2020-01-10 7:02:33,Direto,Comprador,Cliente Direto
alice.cavalcanti@email.com.br,00Q4P00000wlINDUA2,2020-01-10 11:19:08,Direto,Comprador,Cliente Direto
felipe.carvalho@email.com.br,00Q4P00000wlOi2UAE,2020-01-11 2:09:36,Direto,Comprador,Cliente Direto
matheus.carvalho@email.com.br,00Q4P00000wlOvVUAU,2020-01-11 13:19:17,Direto,Comprador,Cliente Direto
ana.barros@email.com.br,00Q4P00000wlPY8UAM,2020-01-12 17:36:09,Direto,Comprador,Cliente Direto
gabriela.ferreira@email.com.br,00Q4P00000wlQ8QUAU,2020-01-13 12:04:26,Direto,Comprador,Cliente Direto
lara.castro@email.com.br,00Q4P00000wlQYsUAM,2020-01-13 16:00:43,Indireto,Corretor,Corretor Autônomo
nicole.goncalves@email.com.br,00Q4P00000wlRibUAE,2020-01-14 12:58:52,Indireto,Corretor,Corretor Autônomo
luan.alves@email.com.br,00Q4P00000wlRtFUAU,2020-01-14 14:03:20,Direto,Comprador,Cliente Direto
marisa.ferreira@email.com.br,00Q4P00000wlUgUUAU,2020-01-15 21:47:21,Direto,Comprador,Cliente Direto
kaua.almeida@email.com.br,00Q4P00000wlUrwUAE,2020-01-16 8:27:12,Direto,Comprador,Cliente Direto
vinicius.correia@email.com.br,00Q4P00000wlVThUAM,2020-01-16 14:51:06,Direto,Comprador,Cliente Direto
arthur.silva@email.com.br,00Q4P00000wleReUAI,2020-01-20 21:02:37,Direto,Comprador,Cliente Direto
gabrielle.gomes@email.com.br,00Q4P00000wleh8UAA,2020-01-20 23:11:34,Indireto,Corretor,Corretor Autônomo
luana.melo@email.com.br,00Q4P00000wlhDTUAY,2020-01-21 14:56:34,Direto,Comprador,Cliente Direto
matheus.correia@email.com.br,00Q4P00000wlmVyUAI,2020-01-23 19:05:31,Direto,Comprador,Cliente Direto
sarah.carvalho@email.com.br,00Q4P00000wln1pUAA,2020-01-24 10:28:51,Indireto,Corretor,Corretor Autônomo
manuela.santos@email.com.br,00Q4P00000wlowSUAQ,2020-01-24 20:20:24,Direto,Comprador,Cliente Direto
giovana.rocha@email.com.br,00Q4P00000wlvXpUAI,2020-01-28 18:28:39,Direto,Comprador,Cliente Direto
giovana.rodrigues@email.com.br,00Q4P000010MROLUA4,2020-02-02 13:28:01,Direto,Comprador,Cliente Direto
julieta.fernandes@email.com.br,00Q4P000010MS4vUAG,2020-02-02 17:40:05,Direto,Comprador,Cliente Direto
amanda.pereira@email.com.br,00Q4P000010MSSTUA4,2020-02-03 9:59:16,Direto,Comprador,Cliente Direto
isabella.cunha@email.com.br,00Q4P000010MWtsUAG,2020-02-05 17:48:25,Direto,Comprador,Cliente Direto
caio.sousa@email.com.br,00Q4P000010MXJbUAO,2020-02-05 23:04:31,Direto,Comprador,Cliente Direto
luís.ferreira@email.com.br,00Q4P000010MXbuUAG,2020-02-06 10:53:03,Direto,Comprador,Cliente Direto
emilly.castro@email.com.br,00Q4P000010MXcYUAW,2020-02-06 11:06:42,Direto,Comprador,Cliente Direto
leonor.rodrigues@email.com.br,00Q4P000010Ma4xUAC,2020-02-07 13:35:00,Direto,Comprador,Cliente Direto
bruna.oliveira@email.com.br,00Q4P000010Mb6uUAC,2020-02-07 17:44:55,Direto,Comprador,Cliente Direto
beatrice.araujo@email.com.br,00Q4P000010MbKKUA0,2020-02-07 19:26:06,Direto,Comprador,Cliente Direto
marina.rodrigues@email.com.br,00Q4P000010McVuUAK,2020-02-08 20:59:24,Indireto,Corretor,Corretor Autônomo
samuel.rodrigues@email.com.br,00Q4P000010McwgUAC,2020-02-09 16:18:12,Direto,Comprador,Cliente Direto
laura.silva@email.com.br,00Q4P000010McxFUAS,2020-02-09 16:27:43,Direto,Comprador,Cliente Direto
carolina.rocha@email.com.br,00Q4P000010Md3wUAC,2020-02-09 18:41:20,Direto,Comprador,Cliente Direto
leonardo.martins@email.com.br,00Q4P000010Me7jUAC,2020-02-10 14:48:17,Direto,Comprador,Cliente Direto
samuel.souza@email.com.br,00Q4P000010Men7UAC,2020-02-10 19:59:06,Direto,Comprador,Cliente Direto
luan.sousa@email.com.br,00Q4P000010MgygUAC,2020-02-12 5:17:29,Direto,Comprador,Cliente Direto
otávio.silva@email.com.br,00Q4P000010MiUKUA0,2020-02-12 19:16:49,Direto,Comprador,Cliente Direto
maria.martins@email.com.br,00Q4P000010MmpJUAS,2020-02-14 15:25:03,Direto,Comprador,Cliente Direto
kauã.rocha@email.com.br,00Q4P000010MmydUAC,2020-02-14 16:27:57,Direto,Comprador,Cliente Direto
murilo.castro@email.com.br,00Q4P000010MobCUAS,2020-02-15 13:42:22,Indireto,Corretor,Corretor Autônomo
isabela.ferreira@email.com.br,00Q4P000010MpBFUA0,2020-02-16 16:12:55,Direto,Comprador,Cliente Direto
raissa.pereira@email.com.br,00Q4P000010Mq3HUAS,2020-02-17 13:05:12,Direto,Comprador,Cliente Direto
anna.cavalcanti@email.com.br,00Q4P000010Mq90UAC,2020-02-17 13:37:22,Direto,Comprador,Cliente Direto
luan.lima@email.com.br,00Q4P000010Ms9tUAC,2020-02-17 21:06:24,Direto,Comprador,Cliente Direto
júlia.almeida@email.com.br,00Q4P000010MsAXUA0,2020-02-17 21:10:08,Direto,Comprador,Cliente Direto
breno.santos@email.com.br,00Q4P000010MuC7UAK,2020-02-18 23:33:25,Direto,Comprador,Cliente Direto
carlos.souza@email.com.br,00Q4P000010MuHlUAK,2020-02-19 3:07:54,Direto,Comprador,Cliente Direto
carolina.ferreira@email.com.br,00Q4P000010Mv9xUAC,2020-02-19 15:22:51,Direto,Comprador,Cliente Direto
bruna.melo@email.com.br,00Q4P000010N1NsUAK,2020-02-21 22:16:27,Direto,Comprador,Cliente Direto
tiago.sousa@email.com.br,00Q4P000010N1fNUAS,2020-02-22 10:03:52,Direto,Comprador,Cliente Direto
murilo.souza@email.com.br,00Q4P000010NBqJUAW,2020-02-27 9:53:23,Direto,Comprador,Cliente Direto
luan.goncalves@email.com.br,00Q4P000010NDanUAG,2020-02-28 10:13:13,Direto,Comprador,Cliente Direto
laura.goncalves@email.com.br,00Q4P000010NDdRUAW,2020-02-28 10:14:09,Direto,Comprador,Cliente Direto
júlio.barros@email.com.br,00Q4P000010NEHRUA4,2020-02-28 15:49:42,Indireto,Corretor,Corretor Autônomo
beatriz.costa@email.com.br,00Q4P000010NJBfUAO,2020-03-02 19:35:11,Direto,Comprador,Cliente Direto
breno.costa@email.com.br,00Q4P000010NJRTUA4,2020-03-02 21:37:45,Direto,Comprador,Cliente Direto
luís.silva@email.com.br,00Q4P000010NKgoUAG,2020-03-03 14:53:12,Direto,Comprador,Cliente Direto
julia.santos@email.com.br,00Q4P000010NOOqUAO,2020-03-05 9:48:00,Direto,Comprador,Cliente Direto
gabriela.araujo@email.com.br,00Q4P000010NPh5UAG,2020-03-05 19:15:42,Indireto,Corretor,Outros
júlia.martins@email.com.br,00Q4P000010NPz9UAG,2020-03-06 0:40:02,Direto,Comprador,Cliente Direto
emilly.azevedo@email.com.br,00Q4P000010NQ3LUAW,2020-03-06 6:49:58,Direto,Comprador,Cliente Direto
igor.azevedo@email.com.br,00Q4P000010NTDNUA4,2020-03-08 16:12:50,Direto,Comprador,Cliente Direto
tânia.souza@email.com.br,00Q4P000010NV1tUAG,2020-03-09 17:26:14,Direto,Comprador,Cliente Direto
tiago.cunha@email.com.br,00Q4P000010NY1SUAW,2020-03-10 15:11:43,Direto,Comprador,Cliente Direto
joao.melo@email.com.br,00Q4P000010Nc4gUAC,2020-03-12 15:17:38,Direto,Comprador,Cliente Direto
felipe.goncalves@email.com.br,00Q4P000010Nd3FUAS,2020-03-13 10:21:19,Direto,Comprador,Cliente Direto
andré.azevedo@email.com.br,00Q4P000010Nf3IUAS,2020-03-14 12:01:57,Direto,Comprador,Cliente Direto
giovanna.gomes@email.com.br,00Q4P000010NhptUAC,2020-03-16 17:25:42,Direto,Comprador,Cliente Direto
lara.azevedo@email.com.br,00Q4P000010NjVqUAK,2020-03-17 6:49:32,Direto,Comprador,Cliente Direto
gabriel.azevedo@email.com.br,00Q4P000010NkW6UAK,2020-03-17 18:16:37,Indireto,Corretor,Corretor Autônomo
fernanda.azevedo@email.com.br,00Q4P000010NkjAUAS,2020-03-17 21:43:17,Indireto,Corretor,Corretor Autônomo
isabelle.rodrigues@email.com.br,00Q4P000010NlVTUA0,2020-03-18 9:38:54,Indireto,Corretor,Corretor Autônomo
aline.azevedo@email.com.br,00Q4P000010NluxUAC,2020-03-18 13:53:42,Direto,Comprador,Cliente Direto
ana.lima@email.com.br,00Q4P000010NqLVUA0,2020-03-20 20:00:19,Indireto,Corretor,Imobiliária Pequena
bruna.carvalho@email.com.br,00Q4P000010NrWtUAK,2020-03-23 10:10:28,Direto,Comprador,Cliente Direto
gabrielly.barros@email.com.br,00Q4P000010NtGnUAK,2020-03-23 19:32:09,Direto,Comprador,Cliente Direto
